frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,54,192.168.0.119,224.0.0.22
0.719211000,164,192.168.0.119,192.168.0.105
0.825342700,54,192.168.0.105,192.168.0.119
0.825342700,164,192.168.0.105,192.168.0.119
0.875711400,54,192.168.0.119,192.168.0.105
5.828200800,164,192.168.0.119,192.168.0.105
5.944947800,164,192.168.0.105,192.168.0.119
5.999771700,54,192.168.0.119,192.168.0.105
5.999774700,54,192.168.0.119,224.0.0.22
7.487070900,42,,
7.487093900,42,,
9.315124700,55,192.168.0.119,52.73.159.187
9.378226200,55,192.168.0.119,52.73.159.187
9.752670200,66,52.73.159.187,192.168.0.119
9.752670200,66,52.73.159.187,192.168.0.119
10.958115700,164,192.168.0.119,192.168.0.105
11.066028700,164,192.168.0.105,192.168.0.119
11.113152100,54,192.168.0.119,192.168.0.105
11.394732900,78,140.82.114.21,192.168.0.119
