frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,164,192.168.0.119,192.168.0.105
0.106743700,164,192.168.0.105,192.168.0.119
0.156456900,54,192.168.0.119,192.168.0.105
2.829391300,55,192.168.0.119,142.250.183.195
3.142067500,66,192.168.0.119,164.90.208.185
4.924329900,75,192.168.0.119,192.168.0.1
4.924547600,75,192.168.0.119,192.168.0.1
4.973847900,91,192.168.0.1,192.168.0.119
4.973847900,132,192.168.0.1,192.168.0.119
4.974929600,1292,192.168.0.119,142.250.182.99
4.974985000,1292,192.168.0.119,142.250.182.99
4.975104300,122,192.168.0.119,142.250.182.99
4.975307800,739,192.168.0.119,142.250.182.99
5.006342800,82,142.250.182.99,192.168.0.119
5.007526100,1292,142.250.182.99,192.168.0.119
5.007526100,1292,142.250.182.99,192.168.0.119
5.007526100,327,142.250.182.99,192.168.0.119
5.007921400,120,192.168.0.119,142.250.182.99
5.008843400,986,142.250.182.99,192.168.0.119
5.008843400,67,142.250.182.99,192.168.0.119
5.008843400,64,142.250.182.99,192.168.0.119
5.008951900,73,192.168.0.119,142.250.182.99
5.036362500,74,192.168.0.119,142.250.182.99
5.039158100,162,142.250.182.99,192.168.0.119
5.067784000,74,192.168.0.119,142.250.182.99
5.079945800,570,142.250.182.99,192.168.0.119
5.079945800,64,142.250.182.99,192.168.0.119
5.080279200,77,192.168.0.119,142.250.182.99
5.108214400,164,192.168.0.119,192.168.0.105
5.110959900,65,142.250.182.99,192.168.0.119
5.110959900,164,192.168.0.105,192.168.0.119
5.162604100,54,192.168.0.119,192.168.0.105
7.671306100,140,192.168.0.119,52.201.13.86
7.671376500,100,192.168.0.119,52.201.13.86
7.671400900,1494,192.168.0.119,52.201.13.86
7.671400900,836,192.168.0.119,52.201.13.86
8.106202400,54,52.201.13.86,192.168.0.119
8.106202400,100,52.201.13.86,192.168.0.119
8.106202400,54,52.201.13.86,192.168.0.119
8.106202400,260,52.201.13.86,192.168.0.119
8.106311300,54,192.168.0.119,52.201.13.86
