frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,164,192.168.0.105,192.168.0.119
0.039726800,54,192.168.0.119,192.168.0.105
0.140246100,66,192.168.0.119,164.90.208.185
0.357307700,66,192.168.0.119,164.90.208.185
0.850449500,55,192.168.0.119,142.250.183.195
0.882819100,66,142.250.183.195,192.168.0.119
2.170890800,71,192.168.0.119,142.250.193.100
2.202605600,67,142.250.193.100,192.168.0.119
2.203768800,86,192.168.0.119,192.168.0.1
2.203914500,86,192.168.0.119,192.168.0.1
2.235920500,366,192.168.0.1,192.168.0.119
2.238505200,160,192.168.0.1,192.168.0.119
2.239331800,1292,192.168.0.119,142.250.183.14
2.239402100,1292,192.168.0.119,142.250.183.14
2.239452500,1292,192.168.0.119,142.250.183.14
2.239602400,121,192.168.0.119,142.250.183.14
2.272269900,82,142.250.183.14,192.168.0.119
2.272269900,82,142.250.183.14,192.168.0.119
2.273026400,1292,142.250.183.14,192.168.0.119
2.273026400,1292,142.250.183.14,192.168.0.119
2.273026400,1292,142.250.183.14,192.168.0.119
2.273026400,326,142.250.183.14,192.168.0.119
2.273596400,120,192.168.0.119,142.250.183.14
2.273670500,1008,142.250.183.14,192.168.0.119
2.273794200,465,192.168.0.119,142.250.183.14
2.297970900,67,142.250.183.14,192.168.0.119
2.305737600,162,142.250.183.14,192.168.0.119
2.305737600,71,142.250.183.14,192.168.0.119
2.306115200,73,192.168.0.119,142.250.183.14
2.345072700,74,192.168.0.119,142.250.183.14
2.382241300,309,142.250.183.14,192.168.0.119
2.382241300,167,142.250.183.14,192.168.0.119
2.382706000,77,192.168.0.119,142.250.183.14
2.440450400,66,142.250.183.14,192.168.0.119
4.154884100,66,192.168.0.119,164.90.208.185
4.369056000,66,192.168.0.119,164.90.208.185
4.930890200,54,192.168.0.119,20.42.65.90
4.931425100,66,192.168.0.119,20.42.65.90
5.006895900,164,192.168.0.119,192.168.0.105
5.120039100,164,192.168.0.105,192.168.0.119
5.163947200,54,192.168.0.119,192.168.0.105
5.205828500,66,20.42.65.90,192.168.0.119
5.205978700,54,192.168.0.119,20.42.65.90
5.208290100,613,192.168.0.119,20.42.65.90
5.215969200,54,20.42.65.90,192.168.0.119
5.216021400,54,192.168.0.119,20.42.65.90
5.431930200,54,192.168.0.119,224.0.0.22
5.507971600,5814,20.42.65.90,192.168.0.119
5.507971600,658,20.42.65.90,192.168.0.119
5.508096100,54,192.168.0.119,20.42.65.90
5.512092800,134,192.168.0.119,20.42.65.90
5.512200300,1183,192.168.0.119,20.42.65.90
5.512238500,1494,192.168.0.119,20.42.65.90
5.512238500,262,192.168.0.119,20.42.65.90
5.780197600,54,20.42.65.90,192.168.0.119
5.780197600,54,20.42.65.90,192.168.0.119
5.786480300,157,20.42.65.90,192.168.0.119
5.786575100,54,192.168.0.119,20.42.65.90
5.807302400,499,20.42.65.90,192.168.0.119
5.807369300,54,192.168.0.119,20.42.65.90
7.602587700,55,192.168.0.119,103.120.164.97
7.607549300,54,103.120.164.97,192.168.0.119
10.130689300,164,192.168.0.119,192.168.0.105
10.240365800,164,192.168.0.105,192.168.0.119
10.284971000,54,192.168.0.119,192.168.0.105
11.151069200,55,192.168.0.119,142.250.183.195
11.151323200,55,192.168.0.119,142.250.182.46
11.199399800,66,142.250.182.46,192.168.0.119
11.199399800,66,142.250.183.195,192.168.0.119
11.401094600,55,192.168.0.119,142.251.10.188
11.500343900,66,142.251.10.188,192.168.0.119
11.635523300,71,192.168.0.119,142.250.193.100
11.712126900,66,142.250.193.100,192.168.0.119
11.885349000,54,192.168.0.119,23.58.120.201
11.914686800,78,23.58.120.201,192.168.0.119
11.914686800,54,23.58.120.201,192.168.0.119
11.914798600,54,192.168.0.119,23.58.120.201
12.167498800,66,192.168.0.119,164.90.208.185
12.381093700,66,192.168.0.119,164.90.208.185
12.427804800,62,192.168.0.119,224.0.0.22
