frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,55,192.168.0.119,142.250.193.46
0.030645200,66,142.250.193.46,192.168.0.119
0.169893600,55,192.168.0.119,142.250.182.99
0.201765200,66,142.250.182.99,192.168.0.119
0.311395000,55,192.168.0.119,142.250.193.65
0.343070000,66,142.250.193.65,192.168.0.119
3.832843600,164,192.168.0.119,192.168.0.105
3.935688800,164,192.168.0.105,192.168.0.119
3.977054800,54,192.168.0.119,192.168.0.105
5.121789000,55,192.168.0.119,216.239.34.223
5.171462500,66,216.239.34.223,192.168.0.119
8.683788400,55,192.168.0.119,142.250.183.195
8.734797500,66,142.250.183.195,192.168.0.119
8.937774700,164,192.168.0.119,192.168.0.105
9.051262300,168,192.168.0.105,192.168.0.119
9.051912300,164,192.168.0.119,192.168.0.105
9.054851600,164,192.168.0.105,192.168.0.119
9.097252000,54,192.168.0.105,192.168.0.119
9.110103400,54,192.168.0.119,192.168.0.105
9.781996400,71,192.168.0.119,172.217.26.36
9.832169600,67,172.217.26.36,192.168.0.119
