frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,55,192.168.0.119,44.215.138.159
0.171483500,55,192.168.0.119,44.215.138.159
0.474855900,55,192.168.0.119,18.67.233.33
0.503633300,66,18.67.233.33,192.168.0.119
0.671195900,93,13.35.13.2,192.168.0.119
0.671195900,54,13.35.13.2,192.168.0.119
0.671353700,54,192.168.0.119,13.35.13.2
0.671845300,54,192.168.0.119,13.35.13.2
0.681688200,54,13.35.13.2,192.168.0.119
0.782361900,93,13.35.14.80,192.168.0.119
0.782361900,54,13.35.14.80,192.168.0.119
0.782520900,54,192.168.0.119,13.35.14.80
0.782976700,54,192.168.0.119,13.35.14.80
0.792143600,54,13.35.14.80,192.168.0.119
0.823229900,55,192.168.0.119,44.199.180.130
0.855542400,55,192.168.0.119,35.71.178.8
0.866536600,66,35.71.178.8,192.168.0.119
0.952079600,93,18.164.144.113,192.168.0.119
0.952079600,54,18.164.144.113,192.168.0.119
0.952174500,54,192.168.0.119,18.164.144.113
0.952397500,54,192.168.0.119,18.164.144.113
0.957669500,93,13.35.14.80,192.168.0.119
0.957669500,54,13.35.14.80,192.168.0.119
0.957781400,54,192.168.0.119,13.35.14.80
0.958403300,54,192.168.0.119,13.35.14.80
0.961895400,54,18.164.144.113,192.168.0.119
0.967719500,54,13.35.14.80,192.168.0.119
1.165398600,78,18.67.233.63,192.168.0.119
1.165398600,54,18.67.233.63,192.168.0.119
1.165470200,54,192.168.0.119,18.67.233.63
1.262184600,78,18.67.233.63,192.168.0.119
1.262184600,54,18.67.233.63,192.168.0.119
1.262275400,54,192.168.0.119,18.67.233.63
1.408385300,93,13.35.13.2,192.168.0.119
1.408385300,54,13.35.13.2,192.168.0.119
1.408502100,54,192.168.0.119,13.35.13.2
1.496076800,93,18.164.144.113,192.168.0.119
1.496076800,54,18.164.144.113,192.168.0.119
1.496202500,54,192.168.0.119,18.164.144.113
1.496460600,54,192.168.0.119,18.164.144.113
1.505405400,54,18.164.144.113,192.168.0.119
1.511249600,93,13.35.20.124,192.168.0.119
1.511249600,54,13.35.20.124,192.168.0.119
1.511333900,54,192.168.0.119,13.35.20.124
1.511576100,54,192.168.0.119,13.35.20.124
1.521226300,54,13.35.20.124,192.168.0.119
1.585652000,127,172.217.26.2,192.168.0.119
1.586145200,54,192.168.0.119,172.217.26.2
1.618069600,54,172.217.26.2,192.168.0.119
1.618195400,54,192.168.0.119,172.217.26.2
1.719725800,93,54.192.151.5,192.168.0.119
1.719725800,54,54.192.151.5,192.168.0.119
