frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,71,192.168.0.119,142.251.151.119
0.076008900,68,142.251.151.119,192.168.0.119
0.641302900,164,192.168.0.119,192.168.0.105
0.757777900,164,192.168.0.105,192.168.0.119
0.812093200,54,192.168.0.119,192.168.0.105
5.762731900,164,192.168.0.119,192.168.0.105
5.878710600,164,192.168.0.105,192.168.0.119
5.932490800,54,192.168.0.119,192.168.0.105
8.602021700,55,192.168.0.119,141.226.228.48
10.890631500,164,192.168.0.119,192.168.0.105
10.996911700,164,192.168.0.105,192.168.0.119
11.046869800,54,192.168.0.119,192.168.0.105
12.133658600,42,,
12.133684800,42,,
12.601647300,55,192.168.0.119,52.73.159.187
