frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,55,192.168.0.119,13.107.213.254
1.394323400,164,192.168.0.119,192.168.0.105
1.510991600,164,192.168.0.105,192.168.0.119
1.559630700,54,192.168.0.119,192.168.0.105
3.370973000,93,103.120.164.97,192.168.0.119
3.417307900,54,192.168.0.119,103.120.164.97
4.307169300,71,192.168.0.119,142.250.193.100
4.384187500,66,142.250.193.100,192.168.0.119
6.524947900,164,192.168.0.119,192.168.0.105
6.555458900,168,192.168.0.105,192.168.0.119
6.555458900,164,192.168.0.105,192.168.0.119
6.555614600,54,192.168.0.119,192.168.0.105
6.556027400,164,192.168.0.119,192.168.0.105
6.603356900,54,192.168.0.105,192.168.0.119
8.279774800,78,103.120.164.97,192.168.0.119
8.279774800,54,103.120.164.97,192.168.0.119
8.279876700,54,192.168.0.119,103.120.164.97
