frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,856,192.178.211.84,192.168.0.119
0.001316800,82,192.168.0.119,192.178.211.84
0.001645400,125,192.168.0.119,192.178.211.84
0.001774400,113,192.168.0.119,192.178.211.84
0.008846600,927,192.178.211.84,192.168.0.119
0.008846600,626,192.178.211.84,192.168.0.119
0.008914500,54,192.168.0.119,192.178.211.84
0.009794800,85,192.178.211.84,192.168.0.119
0.009794800,93,192.178.211.84,192.168.0.119
0.009821200,54,192.168.0.119,192.178.211.84
0.009926500,93,192.168.0.119,192.178.211.84
0.011320100,1246,192.168.0.119,192.178.211.84
0.056953200,995,192.178.211.84,192.168.0.119
0.056953200,163,192.178.211.84,192.168.0.119
0.057229700,74,192.168.0.119,192.178.211.84
0.064962200,54,192.178.211.84,192.168.0.119
0.066161600,69,192.178.211.84,192.168.0.119
0.095810900,74,192.168.0.119,192.178.211.84
0.133611200,1288,192.178.211.84,192.168.0.119
0.135532400,1292,192.178.211.84,192.168.0.119
0.135639200,73,192.168.0.119,192.178.211.84
0.136461000,1120,192.178.211.84,192.168.0.119
0.142577800,71,192.168.0.119,172.217.26.36
0.173933600,78,192.168.0.119,192.178.211.84
0.198704600,66,172.217.26.36,192.168.0.119
0.256913700,66,192.178.211.84,192.168.0.119
0.291236500,1288,192.168.0.119,142.251.221.238
0.291301100,229,192.168.0.119,142.251.221.238
0.346150600,87,192.168.0.119,192.168.0.1
0.346307600,87,192.168.0.119,192.168.0.1
0.347664600,69,142.251.221.238,192.168.0.119
0.378430700,74,192.168.0.119,142.251.221.238
0.379202000,103,192.168.0.1,192.168.0.119
0.381906600,112,192.168.0.1,192.168.0.119
0.382704900,1292,192.168.0.119,172.217.26.34
0.382747800,1292,192.168.0.119,172.217.26.34
0.386898400,71,192.168.0.119,172.217.26.36
0.414963800,82,172.217.26.34,192.168.0.119
0.414963800,1292,172.217.26.34,192.168.0.119
0.414963800,1292,172.217.26.34,192.168.0.119
0.416652100,1292,172.217.26.34,192.168.0.119
0.416652100,1292,172.217.26.34,192.168.0.119
0.416652100,1292,172.217.26.34,192.168.0.119
0.416652100,1292,172.217.26.34,192.168.0.119
0.416976000,1292,192.168.0.119,172.217.26.34
0.417063900,81,192.168.0.119,172.217.26.34
0.418305800,82,192.168.0.119,172.217.26.34
0.425070300,1292,142.251.221.238,192.168.0.119
0.425070300,1221,142.251.221.238,192.168.0.119
0.425070300,95,142.251.221.238,192.168.0.119
0.425070300,63,142.251.221.238,192.168.0.119
0.425448300,73,192.168.0.119,142.251.221.238
0.425598300,77,192.168.0.119,142.251.221.238
0.429625100,256,192.168.0.119,142.251.221.238
0.430393200,151,192.168.0.119,142.251.221.238
0.430513800,148,192.168.0.119,142.251.221.238
0.431695100,150,192.168.0.119,142.251.221.238
0.435975000,74,192.168.0.119,192.168.0.1
0.436112300,74,192.168.0.119,192.168.0.1
0.444562900,66,172.217.26.36,192.168.0.119
0.448629200,179,172.217.26.34,192.168.0.119
0.449429700,208,192.168.0.119,172.217.26.34
0.449649900,881,192.168.0.119,172.217.26.34
0.452615100,93,192.168.0.119,192.168.0.1
0.452851300,93,192.168.0.119,192.168.0.1
0.455704800,91,192.168.0.119,192.168.0.1
0.455856100,91,192.168.0.119,192.168.0.1
0.467716100,166,192.168.0.119,142.251.221.238
0.468224500,99,192.168.0.1,192.168.0.119
0.468927500,90,192.168.0.1,192.168.0.119
0.469692900,1292,192.168.0.119,172.217.26.36
0.469737500,1292,192.168.0.119,172.217.26.36
0.481149200,1010,172.217.26.34,192.168.0.119
0.481149200,163,172.217.26.34,192.168.0.119
0.481149200,69,172.217.26.34,192.168.0.119
0.481397800,74,192.168.0.119,172.217.26.34
0.484977200,139,192.168.0.1,192.168.0.119
0.484977200,69,142.251.221.238,192.168.0.119
0.486550900,145,192.168.0.1,192.168.0.119
0.486550900,70,142.251.221.238,192.168.0.119
0.486959600,73,192.168.0.119,142.251.221.238
0.487357000,1292,192.168.0.119,173.194.57.74
0.487396900,1292,192.168.0.119,173.194.57.74
0.487855700,148,192.168.0.1,192.168.0.119
0.487855700,347,192.168.0.1,192.168.0.119
0.488307500,66,192.168.0.119,216.58.196.106
0.502146600,82,172.217.26.36,192.168.0.119
0.503386400,1292,172.217.26.36,192.168.0.119
0.503386400,1292,172.217.26.36,192.168.0.119
0.503386400,1292,172.217.26.36,192.168.0.119
0.503386400,1292,172.217.26.36,192.168.0.119
0.503386400,1292,172.217.26.36,192.168.0.119
0.503743400,1292,192.168.0.119,172.217.26.36
0.503820500,81,192.168.0.119,172.217.26.36
0.503954600,1292,172.217.26.36,192.168.0.119
0.510890600,54,192.168.0.119,172.217.26.36
0.511080700,82,192.168.0.119,172.217.26.36
0.511141600,74,192.168.0.119,172.217.26.34
0.512475900,70,142.251.221.238,192.168.0.119
0.518230200,1288,192.168.0.119,142.251.221.238
0.518316000,595,192.168.0.119,142.251.221.238
0.519347800,77,192.168.0.119,192.168.0.1
0.519562200,77,192.168.0.119,192.168.0.1
0.520075300,66,216.58.196.106,192.168.0.119
0.520188500,54,192.168.0.119,216.58.196.106
0.520585600,1466,192.168.0.119,216.58.196.106
0.520585600,415,192.168.0.119,216.58.196.106
0.521068100,874,192.168.0.119,172.217.24.227
0.521476700,157,192.168.0.119,172.217.24.227
0.521770400,75,192.168.0.119,192.168.0.1
0.521899700,75,192.168.0.119,192.168.0.1
0.535372000,871,172.217.26.36,192.168.0.119
0.536042900,208,192.168.0.119,172.217.26.36
0.536221500,859,192.168.0.119,172.217.26.36
0.536333700,351,192.168.0.119,172.217.26.36
0.548097800,70,142.251.221.238,192.168.0.119
0.548355500,226,192.168.0.119,172.217.24.227
0.552581400,54,216.58.196.106,192.168.0.119
0.552581400,1288,142.251.221.238,192.168.0.119
0.552581400,1292,142.251.221.238,192.168.0.119
0.552581400,54,216.58.196.106,192.168.0.119
0.552581400,1292,142.251.221.238,192.168.0.119
0.552581400,1292,142.251.221.238,192.168.0.119
0.552581400,1292,142.251.221.238,192.168.0.119
0.552581400,365,142.251.221.238,192.168.0.119
0.552581400,483,172.217.26.34,192.168.0.119
0.552581400,64,142.251.221.238,192.168.0.119
0.552581400,93,192.168.0.1,192.168.0.119
0.552581400,673,172.217.24.227,192.168.0.119
0.552996800,77,192.168.0.119,142.251.221.238
0.553065300,73,192.168.0.119,142.251.221.238
0.553097500,73,192.168.0.119,142.251.221.238
0.553136700,73,192.168.0.119,142.251.221.238
0.553469900,1288,142.251.221.238,192.168.0.119
0.553469900,5702,216.58.196.106,192.168.0.119
0.553469900,518,172.217.24.227,192.168.0.119
0.553469900,137,192.168.0.1,192.168.0.119
0.553469900,91,192.168.0.1,192.168.0.119
0.553469900,132,192.168.0.1,192.168.0.119
0.553469900,184,216.58.196.106,192.168.0.119
0.553551300,54,192.168.0.119,216.58.196.106
0.554214800,78,192.168.0.119,172.217.24.227
0.554899600,66,192.168.0.119,142.250.193.35
0.555052800,66,192.168.0.119,142.250.193.3
0.555393900,63,172.217.26.34,192.168.0.119
0.555393900,1292,142.251.221.238,192.168.0.119
0.555541800,77,192.168.0.119,142.251.221.238
0.555635800,77,192.168.0.119,172.217.26.34
0.557167000,1292,142.251.221.238,192.168.0.119
0.557433200,144,192.168.0.119,216.58.196.106
0.557629200,146,192.168.0.119,216.58.196.106
0.557713300,459,192.168.0.119,216.58.196.106
0.559610900,1292,192.168.0.119,142.251.223.106
0.559804400,1292,192.168.0.119,142.251.223.106
0.559918100,1292,142.251.221.238,192.168.0.119
0.559918100,1292,142.251.221.238,192.168.0.119
0.559996700,161,192.168.0.119,142.251.223.106
0.560100200,73,192.168.0.119,142.251.221.238
0.560439600,141,192.168.0.119,142.251.223.106
0.561558700,77,192.168.0.119,172.217.26.34
0.562021900,1292,142.251.221.238,192.168.0.119
0.562139100,141,192.168.0.119,172.217.26.34
0.562281700,78,192.168.0.119,142.251.221.238
0.563173900,1292,142.251.221.238,192.168.0.119
0.563173900,1292,142.251.221.238,192.168.0.119
0.563351800,73,192.168.0.119,142.251.221.238
0.567741600,1292,142.251.221.238,192.168.0.119
0.567741600,1043,172.217.26.36,192.168.0.119
0.567741600,163,172.217.26.36,192.168.0.119
0.567741600,69,172.217.26.36,192.168.0.119
0.567741600,1292,142.251.221.238,192.168.0.119
0.567741600,1292,142.251.221.238,192.168.0.119
0.568047100,73,192.168.0.119,142.251.221.238
0.568560800,73,192.168.0.119,172.217.26.36
0.569097600,1288,172.217.26.36,192.168.0.119
0.569097600,1292,172.217.26.36,192.168.0.119
0.569395900,77,192.168.0.119,172.217.26.36
0.569939400,1288,192.168.0.119,142.251.221.238
0.569996000,661,192.168.0.119,142.251.221.238
0.571182400,1292,142.251.221.238,192.168.0.119
0.571182400,1292,172.217.26.36,192.168.0.119
0.571182400,1292,172.217.26.36,192.168.0.119
0.571436500,73,192.168.0.119,172.217.26.36
0.572250000,1292,142.251.221.238,192.168.0.119
0.572658000,77,192.168.0.119,142.251.221.238
0.573740600,1292,172.217.26.36,192.168.0.119
0.573740600,1292,172.217.26.36,192.168.0.119
0.573935200,73,192.168.0.119,172.217.26.36
0.574310100,1292,172.217.26.36,192.168.0.119
0.574310100,1292,142.251.221.238,192.168.0.119
0.574310100,1292,142.251.221.238,192.168.0.119
0.574443500,73,192.168.0.119,172.217.26.36
0.574588200,73,192.168.0.119,142.251.221.238
0.575233100,1292,172.217.26.36,192.168.0.119
0.575233100,1292,172.217.26.36,192.168.0.119
0.575396000,73,192.168.0.119,172.217.26.36
0.576892000,1292,142.251.221.238,192.168.0.119
0.576892000,702,142.251.221.238,192.168.0.119
0.576892000,1292,172.217.26.36,192.168.0.119
0.576892000,1292,172.217.26.36,192.168.0.119
0.577208900,73,192.168.0.119,172.217.26.36
0.577356700,73,192.168.0.119,142.251.221.238
0.579519400,1292,172.217.26.36,192.168.0.119
0.579519400,1292,172.217.26.36,192.168.0.119
0.579519400,1292,172.217.26.36,192.168.0.119
0.579519400,188,172.217.24.227,192.168.0.119
0.579519400,1288,172.217.24.227,192.168.0.119
0.579519400,1292,172.217.24.227,192.168.0.119
0.579519400,1292,172.217.24.227,192.168.0.119
0.579968700,73,192.168.0.119,172.217.26.36
0.580502500,1292,172.217.24.227,192.168.0.119
0.580502500,1292,172.217.24.227,192.168.0.119
0.580502500,1292,172.217.24.227,192.168.0.119
0.580502500,1292,172.217.24.227,192.168.0.119
0.580502500,1292,172.217.24.227,192.168.0.119
0.580502500,1292,172.217.24.227,192.168.0.119
