frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,164,192.168.0.119,192.168.0.105
0.080537500,76,192.168.0.119,192.168.0.1
0.080730600,76,192.168.0.119,192.168.0.1
0.080828400,54,192.168.0.119,44.199.181.5
0.080853700,54,192.168.0.119,44.199.181.5
0.089097000,164,192.168.0.105,192.168.0.119
0.113110700,227,192.168.0.1,192.168.0.119
0.113110700,174,192.168.0.1,192.168.0.119
0.113725600,66,192.168.0.119,44.215.129.38
0.141026200,54,192.168.0.119,192.168.0.105
0.299028600,55,192.168.0.119,172.253.118.188
0.346702600,66,192.168.0.119,44.215.129.38
0.394594000,66,44.215.129.38,192.168.0.119
0.394594000,66,172.253.118.188,192.168.0.119
0.394788900,54,192.168.0.119,44.215.129.38
0.395823000,1494,192.168.0.119,44.215.129.38
0.395823000,451,192.168.0.119,44.215.129.38
0.691754700,66,44.215.129.38,192.168.0.119
0.691754700,54,44.215.129.38,192.168.0.119
0.691754700,54,44.215.129.38,192.168.0.119
0.691754700,2934,44.215.129.38,192.168.0.119
0.691754700,1270,44.215.129.38,192.168.0.119
0.691754700,1031,44.215.129.38,192.168.0.119
0.691987700,54,192.168.0.119,44.215.129.38
0.692026800,54,192.168.0.119,44.215.129.38
0.692624200,1458,192.168.0.119,44.215.129.38
0.692624200,487,192.168.0.119,44.215.129.38
0.692998800,118,192.168.0.119,44.215.129.38
0.693142600,1251,192.168.0.119,44.215.129.38
0.693173400,1494,192.168.0.119,44.215.129.38
0.693173400,344,192.168.0.119,44.215.129.38
0.972854800,212,44.215.129.38,192.168.0.119
0.972854800,54,44.215.129.38,192.168.0.119
0.972972200,54,192.168.0.119,44.215.129.38
0.981932100,54,44.215.129.38,192.168.0.119
0.984240800,2862,44.215.129.38,192.168.0.119
0.984240800,1342,44.215.129.38,192.168.0.119
0.984240800,1031,44.215.129.38,192.168.0.119
0.984240800,670,44.215.129.38,192.168.0.119
0.984393900,54,192.168.0.119,44.215.129.38
0.985394200,118,192.168.0.119,44.215.129.38
1.038989500,54,192.168.0.119,44.215.129.38
1.274510600,212,44.215.129.38,192.168.0.119
1.274583300,54,192.168.0.119,44.215.129.38
1.561001200,66,192.168.0.119,164.90.208.185
1.816440800,66,192.168.0.119,164.90.208.185
2.574444000,66,192.168.0.119,164.90.208.185
2.831262700,66,192.168.0.119,164.90.208.185
3.967891200,77,192.168.0.119,192.168.0.1
3.968349400,77,192.168.0.119,192.168.0.1
3.968510600,136,192.168.0.119,52.201.13.86
3.968545100,100,192.168.0.119,52.201.13.86
3.968562800,1494,192.168.0.119,52.201.13.86
3.968562800,834,192.168.0.119,52.201.13.86
4.000794800,227,192.168.0.1,192.168.0.119
4.000794800,278,192.168.0.1,192.168.0.119
4.251813200,54,52.201.13.86,192.168.0.119
4.251813200,100,52.201.13.86,192.168.0.119
4.251813200,260,52.201.13.86,192.168.0.119
4.251903300,54,192.168.0.119,52.201.13.86
4.576751400,66,192.168.0.119,164.90.208.185
4.842912500,66,192.168.0.119,164.90.208.185
5.094421100,164,192.168.0.119,192.168.0.105
5.098740000,164,192.168.0.105,192.168.0.119
5.140450900,54,192.168.0.119,192.168.0.105
8.590728700,66,192.168.0.119,164.90.208.185
8.855563800,66,192.168.0.119,164.90.208.185
10.039425200,1626,192.168.0.105,192.168.0.119
10.039425200,840,192.168.0.105,192.168.0.119
10.039546900,66,192.168.0.119,192.168.0.105
10.979000000,78,44.215.129.38,192.168.0.119
10.979000000,54,44.215.129.38,192.168.0.119
10.979152200,54,192.168.0.119,44.215.129.38
11.067817300,168,192.168.0.105,192.168.0.119
11.068327500,164,192.168.0.119,192.168.0.105
11.114375300,54,192.168.0.105,192.168.0.119
