frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,42,,
0.001422500,42,,
0.415893500,55,192.168.0.119,23.58.120.201
0.444637700,66,23.58.120.201,192.168.0.119
0.447339800,55,192.168.0.119,23.58.120.201
0.456732300,66,23.58.120.201,192.168.0.119
0.572639400,55,192.168.0.119,142.250.182.46
0.605070000,66,142.250.182.46,192.168.0.119
1.227769400,66,192.168.0.119,164.90.208.185
1.501837600,66,192.168.0.119,164.90.208.185
2.070545100,55,192.168.0.119,142.250.193.74
2.102742000,66,142.250.193.74,192.168.0.119
2.967603600,55,192.168.0.119,142.250.182.46
2.999935100,66,142.250.182.46,192.168.0.119
3.070402500,164,192.168.0.119,192.168.0.105
3.074160300,164,192.168.0.105,192.168.0.119
3.119580200,54,192.168.0.119,192.168.0.105
3.777386700,55,192.168.0.119,142.250.182.238
3.808525600,66,142.250.182.238,192.168.0.119
8.084779100,164,192.168.0.119,192.168.0.105
8.199682300,164,192.168.0.105,192.168.0.119
8.250306300,54,192.168.0.119,192.168.0.105
9.233694500,66,192.168.0.119,164.90.208.185
9.283881800,71,192.168.0.119,142.250.193.100
9.341443900,68,142.250.193.100,192.168.0.119
9.516353700,66,192.168.0.119,164.90.208.185
