frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,74,192.168.0.119,192.168.0.1
0.060354800,246,192.168.0.1,192.168.0.119
0.522619800,71,192.168.0.119,142.250.193.100
0.597480500,68,142.250.193.100,192.168.0.119
3.847756400,164,192.168.0.119,192.168.0.105
3.868043900,164,192.168.0.105,192.168.0.119
3.909275700,54,192.168.0.119,192.168.0.105
4.950847700,55,192.168.0.119,103.120.164.97
8.261652300,55,192.168.0.119,142.250.183.195
8.311723900,66,142.250.183.195,192.168.0.119
8.870834900,164,192.168.0.119,192.168.0.105
8.988541500,164,192.168.0.105,192.168.0.119
9.042947400,54,192.168.0.119,192.168.0.105
9.985346100,71,192.168.0.119,142.250.193.100
10.062217800,66,142.250.193.100,192.168.0.119
10.283119500,55,192.168.0.119,23.58.120.227
10.311388300,66,23.58.120.227,192.168.0.119
