frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,54,192.168.0.119,54.220.165.75
1.987011600,66,192.168.0.119,192.168.0.1
1.987141600,66,192.168.0.119,192.168.0.1
1.987463600,193,192.168.0.119,141.226.228.48
1.987544800,1494,192.168.0.119,141.226.228.48
1.987544800,500,192.168.0.119,141.226.228.48
2.036678000,66,192.168.0.1,192.168.0.119
2.036678000,66,192.168.0.1,192.168.0.119
2.036885400,54,192.168.0.119,192.168.0.1
2.036925100,54,192.168.0.119,192.168.0.1
2.037101900,56,192.168.0.119,192.168.0.1
2.037136300,97,192.168.0.119,192.168.0.1
2.037209400,56,192.168.0.119,192.168.0.1
2.037231500,97,192.168.0.119,192.168.0.1
2.046891200,164,192.168.0.119,192.168.0.105
2.069600200,54,192.168.0.1,192.168.0.119
2.069600200,54,192.168.0.1,192.168.0.119
2.069600200,54,192.168.0.1,192.168.0.119
2.069600200,54,192.168.0.1,192.168.0.119
2.069600200,163,192.168.0.1,192.168.0.119
2.070157400,54,192.168.0.119,192.168.0.1
2.071366300,212,192.168.0.1,192.168.0.119
2.071835100,54,192.168.0.119,192.168.0.1
2.103088200,54,192.168.0.1,192.168.0.119
2.103088200,54,192.168.0.1,192.168.0.119
2.103186600,54,192.168.0.119,192.168.0.1
2.103262500,54,192.168.0.119,192.168.0.1
2.145007500,164,192.168.0.105,192.168.0.119
2.187700400,54,192.168.0.119,192.168.0.105
2.202871800,55,192.168.0.119,34.111.72.164
2.225177500,54,141.226.228.48,192.168.0.119
2.225177500,96,141.226.228.48,192.168.0.119
2.226780100,326,141.226.228.48,192.168.0.119
2.226844600,54,192.168.0.119,141.226.228.48
2.235836500,66,34.111.72.164,192.168.0.119
3.145433700,100,103.43.90.21,192.168.0.119
3.145433700,85,103.43.90.21,192.168.0.119
3.145433700,54,103.43.90.21,192.168.0.119
3.145537800,54,192.168.0.119,103.43.90.21
3.682837600,100,103.43.90.21,192.168.0.119
3.682837600,85,103.43.90.21,192.168.0.119
3.682837600,54,103.43.90.21,192.168.0.119
3.682992800,54,192.168.0.119,103.43.90.21
5.956423700,71,192.168.0.119,142.251.154.119
6.017839900,66,142.251.154.119,192.168.0.119
6.878948500,54,192.168.0.119,72.145.35.106
6.894798200,54,192.168.0.119,72.145.35.115
6.910798000,54,192.168.0.119,72.145.35.106
6.943065000,54,192.168.0.119,72.145.35.103
7.106572100,54,72.145.35.106,192.168.0.119
7.106572100,54,72.145.35.115,192.168.0.119
7.106701500,54,192.168.0.119,72.145.35.106
7.106804800,54,192.168.0.119,72.145.35.115
7.118923700,54,72.145.35.106,192.168.0.119
7.118995300,54,192.168.0.119,72.145.35.106
7.149573600,164,192.168.0.119,192.168.0.105
7.154594300,54,72.145.35.103,192.168.0.119
7.154719700,54,192.168.0.119,72.145.35.103
7.257703900,168,192.168.0.105,192.168.0.119
7.258299100,164,192.168.0.119,192.168.0.105
7.261831000,164,192.168.0.105,192.168.0.119
7.302649900,54,192.168.0.105,192.168.0.119
7.314038400,54,192.168.0.119,192.168.0.105
7.689820400,93,147.75.95.76,192.168.0.119
7.689820400,78,147.75.95.76,192.168.0.119
7.689820400,54,147.75.95.76,192.168.0.119
7.689987500,54,192.168.0.119,147.75.95.76
