frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,818,192.168.0.105,192.168.0.119
0.009669200,818,192.168.0.105,192.168.0.119
0.009816300,54,192.168.0.119,192.168.0.105
0.203218200,80,192.168.0.119,192.168.0.1
0.239541700,192,192.168.0.1,192.168.0.119
0.243569100,66,192.168.0.119,23.58.120.210
0.254652300,66,23.58.120.210,192.168.0.119
0.254845900,54,192.168.0.119,23.58.120.210
0.257379000,524,192.168.0.119,23.58.120.210
0.268273100,54,23.58.120.210,192.168.0.119
0.268273100,2934,23.58.120.210,192.168.0.119
0.268273100,1270,23.58.120.210,192.168.0.119
0.268273100,1196,23.58.120.210,192.168.0.119
0.268502700,54,192.168.0.119,23.58.120.210
0.271709700,134,192.168.0.119,23.58.120.210
0.273839900,134,192.168.0.119,23.58.120.210
0.273899000,169,192.168.0.119,23.58.120.210
0.282821900,660,23.58.120.210,192.168.0.119
0.282928000,54,192.168.0.119,23.58.120.210
0.283511900,54,23.58.120.210,192.168.0.119
0.285201300,115,23.58.120.210,192.168.0.119
0.285201300,85,23.58.120.210,192.168.0.119
0.285201300,211,23.58.120.210,192.168.0.119
0.285201300,85,23.58.120.210,192.168.0.119
0.285300900,54,192.168.0.119,23.58.120.210
0.285864300,85,192.168.0.119,23.58.120.210
0.286067000,54,192.168.0.119,23.58.120.210
0.295791300,78,23.58.120.210,192.168.0.119
0.295791300,54,23.58.120.210,192.168.0.119
0.295850400,54,192.168.0.119,23.58.120.210
0.307279100,818,192.168.0.105,192.168.0.119
0.313090600,818,192.168.0.105,192.168.0.119
0.313128600,54,192.168.0.119,192.168.0.105
1.440843300,168,192.168.0.105,192.168.0.119
1.441489400,164,192.168.0.119,192.168.0.105
1.445820700,54,192.168.0.105,192.168.0.119
3.594413600,77,192.168.0.119,192.168.0.1
3.646755600,77,192.168.0.119,192.168.0.1
3.657357600,197,192.168.0.1,192.168.0.119
3.661698900,66,192.168.0.119,23.10.239.251
3.681362900,197,192.168.0.1,192.168.0.119
3.698325700,66,23.10.239.251,192.168.0.119
3.698531700,54,192.168.0.119,23.10.239.251
3.698912500,316,192.168.0.119,23.10.239.251
3.734272500,54,23.10.239.251,192.168.0.119
3.734272500,369,23.10.239.251,192.168.0.119
3.774064500,54,192.168.0.119,23.10.239.251
6.458267400,164,192.168.0.119,192.168.0.105
6.570584100,54,192.168.0.105,192.168.0.119
6.570584100,164,192.168.0.105,192.168.0.119
6.619285000,54,192.168.0.119,192.168.0.105
9.216247900,55,192.168.0.119,44.215.129.38
9.623109800,148,192.168.0.119,142.250.182.99
9.692840900,70,142.250.182.99,192.168.0.119
9.731097500,74,192.168.0.119,142.250.182.99
9.740514800,157,142.250.182.99,192.168.0.119
9.740514800,64,142.250.182.99,192.168.0.119
9.741071100,77,192.168.0.119,142.250.182.99
9.797793200,66,142.250.182.99,192.168.0.119
9.937009400,54,192.168.0.119,104.208.16.91
9.937411600,66,192.168.0.119,104.208.16.91
10.191832700,54,104.208.16.91,192.168.0.119
10.191891400,54,192.168.0.119,104.208.16.91
10.200437900,66,104.208.16.91,192.168.0.119
10.200619300,54,192.168.0.119,104.208.16.91
10.203001400,613,192.168.0.119,104.208.16.91
10.468921500,5814,104.208.16.91,192.168.0.119
10.468921500,657,104.208.16.91,192.168.0.119
10.469102400,54,192.168.0.119,104.208.16.91
10.471373000,134,192.168.0.119,104.208.16.91
10.471481800,1183,192.168.0.119,104.208.16.91
10.471514800,1494,192.168.0.119,104.208.16.91
10.471514800,1064,192.168.0.119,104.208.16.91
10.734326300,54,104.208.16.91,192.168.0.119
10.734326300,157,104.208.16.91,192.168.0.119
10.734437700,54,192.168.0.119,104.208.16.91
10.735073900,54,104.208.16.91,192.168.0.119
10.735073900,54,104.208.16.91,192.168.0.119
10.743758200,499,104.208.16.91,192.168.0.119
10.743863900,54,192.168.0.119,104.208.16.91
11.581972000,164,192.168.0.119,192.168.0.105
11.691081400,164,192.168.0.105,192.168.0.119
11.738207600,54,192.168.0.119,192.168.0.105
