frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,164,192.168.0.119,192.168.0.105
0.116352400,164,192.168.0.105,192.168.0.119
0.156539200,54,192.168.0.119,192.168.0.105
0.532879500,42,,
2.482881800,77,192.168.0.119,192.168.0.1
2.483033800,77,192.168.0.119,192.168.0.1
2.529738800,122,192.168.0.1,192.168.0.119
2.529738800,157,192.168.0.1,192.168.0.119
2.530873700,54,192.168.0.119,142.250.193.100
2.531187800,66,192.168.0.119,103.102.166.224
2.594096700,66,103.102.166.224,192.168.0.119
2.594271000,54,192.168.0.119,103.102.166.224
2.594914400,1490,192.168.0.119,103.102.166.224
2.594914400,409,192.168.0.119,103.102.166.224
2.657448900,66,103.102.166.224,192.168.0.119
2.657448900,54,103.102.166.224,192.168.0.119
2.657448900,2934,103.102.166.224,192.168.0.119
2.657448900,303,103.102.166.224,192.168.0.119
2.657587600,54,192.168.0.119,103.102.166.224
2.659706000,118,192.168.0.119,103.102.166.224
2.659881200,146,192.168.0.119,103.102.166.224
2.659924600,542,192.168.0.119,103.102.166.224
2.723029200,564,103.102.166.224,192.168.0.119
2.723029200,106,103.102.166.224,192.168.0.119
2.723132600,54,192.168.0.119,103.102.166.224
2.723777500,5814,103.102.166.224,192.168.0.119
2.723800200,85,192.168.0.119,103.102.166.224
2.723857500,54,192.168.0.119,103.102.166.224
2.728527100,2934,103.102.166.224,192.168.0.119
2.728594900,54,192.168.0.119,103.102.166.224
2.733317600,2934,103.102.166.224,192.168.0.119
2.733379000,54,192.168.0.119,103.102.166.224
2.737182000,2934,103.102.166.224,192.168.0.119
2.737223800,54,192.168.0.119,103.102.166.224
2.786332200,2934,103.102.166.224,192.168.0.119
2.786418600,54,192.168.0.119,103.102.166.224
2.787938700,2934,103.102.166.224,192.168.0.119
2.787971200,54,192.168.0.119,103.102.166.224
2.793330000,2934,103.102.166.224,192.168.0.119
2.793439900,54,192.168.0.119,103.102.166.224
2.797928400,2934,103.102.166.224,192.168.0.119
2.798012200,54,192.168.0.119,103.102.166.224
2.801905300,2934,103.102.166.224,192.168.0.119
2.802027200,54,192.168.0.119,103.102.166.224
2.802507100,74,192.168.0.119,192.168.0.1
2.802639000,74,192.168.0.119,192.168.0.1
2.806175000,2934,103.102.166.224,192.168.0.119
2.806279000,54,192.168.0.119,103.102.166.224
2.810532200,2934,103.102.166.224,192.168.0.119
2.810596400,54,192.168.0.119,103.102.166.224
2.814801900,2934,103.102.166.224,192.168.0.119
2.814887200,399,192.168.0.119,103.102.166.224
2.817089900,155,192.168.0.119,103.102.166.224
2.818205500,2934,103.102.166.224,192.168.0.119
2.818261200,54,192.168.0.119,103.102.166.224
2.820871800,149,192.168.0.119,103.102.166.224
2.822266200,2934,103.102.166.224,192.168.0.119
2.822309600,54,192.168.0.119,103.102.166.224
2.826848100,2934,103.102.166.224,192.168.0.119
2.826900500,54,192.168.0.119,103.102.166.224
2.830964000,2934,103.102.166.224,192.168.0.119
2.831025600,54,192.168.0.119,103.102.166.224
2.832552500,54,192.168.0.119,142.250.193.100
2.834542600,99,192.168.0.1,192.168.0.119
2.834542600,90,192.168.0.1,192.168.0.119
2.834542600,695,103.102.166.224,192.168.0.119
2.835416400,71,192.168.0.119,142.250.193.100
