frame.time_relative,frame.len,ip.src,ip.dst
0.000000000,164,192.168.0.119,192.168.0.105
0.080904700,164,192.168.0.105,192.168.0.119
0.124862700,54,192.168.0.119,192.168.0.105
0.943732400,66,192.168.0.119,192.168.0.1
0.943843300,66,192.168.0.119,192.168.0.1
0.944132800,189,192.168.0.119,141.226.228.48
0.944188200,1266,192.168.0.119,141.226.228.48
0.988514600,66,192.168.0.1,192.168.0.119
0.988514600,66,192.168.0.1,192.168.0.119
0.988646700,54,192.168.0.119,192.168.0.1
0.988684600,54,192.168.0.119,192.168.0.1
0.988809400,56,192.168.0.119,192.168.0.1
0.988836400,97,192.168.0.119,192.168.0.1
0.988897000,56,192.168.0.119,192.168.0.1
0.988917000,97,192.168.0.119,192.168.0.1
1.021434800,54,192.168.0.1,192.168.0.119
1.021434800,54,192.168.0.1,192.168.0.119
1.021434800,54,192.168.0.1,192.168.0.119
1.021434800,54,192.168.0.1,192.168.0.119
1.021434800,163,192.168.0.1,192.168.0.119
1.021434800,212,192.168.0.1,192.168.0.119
1.021649300,54,192.168.0.119,192.168.0.1
1.021791900,54,192.168.0.119,192.168.0.1
1.053528700,54,192.168.0.1,192.168.0.119
1.053528700,54,192.168.0.1,192.168.0.119
1.053583500,54,192.168.0.119,192.168.0.1
1.053680500,54,192.168.0.119,192.168.0.1
1.156775600,85,192.168.0.119,192.168.0.1
1.183300800,54,141.226.228.48,192.168.0.119
1.183300800,96,141.226.228.48,192.168.0.119
1.183300800,326,141.226.228.48,192.168.0.119
1.183396300,54,192.168.0.119,141.226.228.48
1.189721100,210,192.168.0.1,192.168.0.119
1.191308200,66,192.168.0.119,20.99.185.48
1.416641900,66,20.99.185.48,192.168.0.119
1.416848100,54,192.168.0.119,20.99.185.48
1.421550000,529,192.168.0.119,20.99.185.48
1.647077200,5814,20.99.185.48,192.168.0.119
1.647077200,525,20.99.185.48,192.168.0.119
1.647258600,54,192.168.0.119,20.99.185.48
1.662461900,212,192.168.0.119,20.99.185.48
1.662713000,141,192.168.0.119,20.99.185.48
1.887162400,54,20.99.185.48,192.168.0.119
1.887162400,105,20.99.185.48,192.168.0.119
1.887162400,123,20.99.185.48,192.168.0.119
1.887324100,54,192.168.0.119,20.99.185.48
1.888589200,1494,192.168.0.119,20.99.185.48
1.888589200,1494,192.168.0.119,20.99.185.48
1.888589200,393,192.168.0.119,20.99.185.48
1.888667200,92,192.168.0.119,20.99.185.48
2.110850100,92,20.99.185.48,192.168.0.119
2.110850100,54,20.99.185.48,192.168.0.119
2.110850100,54,20.99.185.48,192.168.0.119
2.111007900,54,192.168.0.119,20.99.185.48
2.111841600,54,20.99.185.48,192.168.0.119
2.129314600,2934,20.99.185.48,192.168.0.119
2.129314600,456,20.99.185.48,192.168.0.119
2.129314600,92,20.99.185.48,192.168.0.119
2.129454400,54,192.168.0.119,20.99.185.48
2.805976400,66,192.168.0.119,192.168.0.1
2.806138200,66,192.168.0.119,192.168.0.1
2.839653400,66,192.168.0.1,192.168.0.119
2.839653400,66,192.168.0.1,192.168.0.119
2.839862800,54,192.168.0.119,192.168.0.1
2.839899900,54,192.168.0.119,192.168.0.1
2.840232300,56,192.168.0.119,192.168.0.1
2.840282900,90,192.168.0.119,192.168.0.1
2.840429600,56,192.168.0.119,192.168.0.1
2.840492200,90,192.168.0.119,192.168.0.1
2.872946600,54,192.168.0.1,192.168.0.119
2.872946600,54,192.168.0.1,192.168.0.119
2.872946600,54,192.168.0.1,192.168.0.119
