time,size,direction
0.0,164.0,-1.0
0.0452567,54.0,1.0
2.5796051,55.0,1.0
2.6052712,66.0,-1.0
2.7364607,55.0,1.0
2.7856734,66.0,-1.0
3.4274978,55.0,1.0
3.4529831,66.0,-1.0
3.4748957,55.0,1.0
3.5243027,66.0,-1.0
3.7838547,55.0,1.0
3.7907269,66.0,-1.0
3.8613559,55.0,1.0
3.9391504,55.0,1.0
3.9502301,66.0,-1.0
4.1121242,55.0,1.0
4.1373432,66.0,-1.0
4.299779,55.0,1.0
4.3095216,66.0,-1.0
4.3462503,55.0,1.0
4.5964741,55.0,1.0
4.6291453,66.0,-1.0
4.6740739,66.0,-1.0
4.7372709,55.0,1.0
4.7699749,66.0,-1.0
5.004823,164.0,1.0
5.0527549,55.0,1.0
5.0636393,66.0,-1.0
5.120561,164.0,-1.0
5.1651167,54.0,1.0
5.5679362,55.0,1.0
5.5755576,66.0,-1.0
6.435205,189.0,1.0
6.4353361,1266.0,1.0
6.4848079,55.0,1.0
6.6571176,96.0,-1.0
6.6591464,326.0,-1.0
6.6592268,54.0,1.0
6.8070688,66.0,-1.0
7.1678395,55.0,1.0
7.2179883,66.0,-1.0
7.7162616,55.0,1.0
7.7226742,66.0,-1.0
8.4847068,55.0,1.0
8.5335389,66.0,-1.0
9.1903939,55.0,1.0
9.3362436,66.0,-1.0
9.8436909,93.0,-1.0
9.8436909,78.0,-1.0
9.8436909,54.0,-1.0
9.843855,54.0,1.0
9.899233,55.0,1.0
9.9318938,66.0,-1.0
10.00877,55.0,1.0
10.0587419,54.0,-1.0
10.1350702,164.0,1.0
10.2135575,55.0,1.0
10.2425523,164.0,-1.0
10.2632338,54.0,-1.0
10.2922891,54.0,1.0
12.5479182,66.0,1.0
