time,size,direction
0.0,93.0,-1.0
0.0,54.0,-1.0
9.91e-05,54.0,1.0
0.0002977,54.0,1.0
0.2290248,54.0,-1.0
1.0392485,127.0,-1.0
1.0395565,54.0,1.0
1.0705026,54.0,-1.0
1.0706208,54.0,1.0
1.3061201,164.0,1.0
1.5386638,164.0,-1.0
1.5839533,54.0,1.0
3.1722824,55.0,1.0
6.5550501,164.0,1.0
6.649424,164.0,-1.0
6.7008348,54.0,1.0
7.6412775,55.0,1.0
7.6412774,55.0,1.0
7.6581419,55.0,1.0
8.0917377,66.0,-1.0
8.0917377,66.0,-1.0
10.6657944,93.0,-1.0
10.6657944,78.0,-1.0
10.6657944,54.0,-1.0
10.6657944,93.0,-1.0
10.6657944,78.0,-1.0
10.6657944,54.0,-1.0
10.6660085,54.0,1.0
10.6660597,54.0,1.0
10.6663525,54.0,1.0
10.9775375,54.0,-1.0
11.6560644,164.0,1.0
11.7690925,164.0,-1.0
11.8223711,54.0,1.0
