time,size,direction
0.0,77.0,1.0
0.0001521,77.0,1.0
0.0003102,140.0,1.0
0.0003533,100.0,1.0
0.0003718,1494.0,1.0
0.0003718,890.0,1.0
0.0485503,278.0,-1.0
0.0485503,227.0,-1.0
0.2986616,54.0,-1.0
0.2986616,100.0,-1.0
0.2986616,54.0,-1.0
0.3012981,260.0,-1.0
0.3013997,54.0,1.0
0.7862723,164.0,1.0
0.8088467,168.0,-1.0
0.8088467,164.0,-1.0
0.80892,54.0,1.0
0.8095998,164.0,1.0
0.8552276,54.0,-1.0
5.8215077,164.0,1.0
5.9161686,54.0,-1.0
5.9161686,164.0,-1.0
5.9614448,54.0,1.0
7.6475274,55.0,1.0
7.6755454,66.0,-1.0
8.5529981,71.0,1.0
8.627274,66.0,-1.0
10.0791574,55.0,1.0
10.107987,66.0,-1.0
10.9303596,164.0,1.0
11.0389117,164.0,-1.0
