time,size,direction
0.0,55.0,1.0
0.0526974,66.0,-1.0
0.8360258,55.0,1.0
0.9588249,110.0,-1.0
1.3866794,55.0,1.0
2.5395662,164.0,1.0
2.5671718,164.0,-1.0
2.6190402,54.0,1.0
4.6509567,189.0,1.0
4.6510444,1266.0,1.0
5.0152065,96.0,-1.0
5.0152065,326.0,-1.0
5.0152594,54.0,1.0
5.7749818,55.0,1.0
5.782381,66.0,-1.0
5.8998657,55.0,1.0
5.948596,66.0,-1.0
6.590536,55.0,1.0
6.600933,66.0,-1.0
6.6218699,55.0,1.0
6.6288078,66.0,-1.0
6.637856,55.0,1.0
6.6865305,66.0,-1.0
6.7304417,55.0,1.0
6.7404829,66.0,-1.0
6.8246268,55.0,1.0
6.8347528,66.0,-1.0
6.9840531,55.0,1.0
6.9908457,66.0,-1.0
7.0310459,55.0,1.0
7.0402846,66.0,-1.0
7.0623657,55.0,1.0
7.1337076,55.0,1.0
7.1337146,55.0,1.0
7.1433176,66.0,-1.0
7.1433176,66.0,-1.0
7.2281816,55.0,1.0
7.2743749,55.0,1.0
7.2841631,66.0,-1.0
7.3061089,55.0,1.0
7.3127688,66.0,-1.0
7.4931368,55.0,1.0
7.5027332,66.0,-1.0
7.5239093,55.0,1.0
7.5559619,66.0,-1.0
7.5559619,66.0,-1.0
7.5717294,164.0,1.0
7.5755048,164.0,-1.0
7.5872212,55.0,1.0
7.5964588,66.0,-1.0
7.6183415,54.0,1.0
7.7758881,55.0,1.0
7.7759182,55.0,1.0
7.7874097,66.0,-1.0
7.8089357,66.0,-1.0
7.9160953,55.0,1.0
7.94951,66.0,-1.0
7.9959013,55.0,1.0
8.027811,66.0,-1.0
8.042935,55.0,1.0
8.0530789,66.0,-1.0
8.2474207,55.0,1.0
8.2576503,66.0,-1.0
8.4420566,55.0,1.0
8.5044434,54.0,1.0
8.5144622,66.0,-1.0
8.7687578,55.0,1.0
8.7764529,66.0,-1.0
9.3671266,55.0,1.0
9.4300558,55.0,1.0
9.462018,66.0,-1.0
9.6881198,66.0,-1.0
9.8502941,55.0,1.0
9.882574,66.0,-1.0
10.0065317,55.0,1.0
10.0392174,66.0,-1.0
10.3205211,55.0,1.0
10.3702232,66.0,-1.0
