time,size,direction
0.0,55.0,1.0
0.030911,55.0,1.0
0.0497066,66.0,-1.0
0.0618615,55.0,1.0
0.0623546,66.0,-1.0
0.0931169,66.0,-1.0
0.2034439,55.0,1.0
0.2350717,66.0,-1.0
0.2964099,55.0,1.0
0.350919,66.0,-1.0
0.5102663,55.0,1.0
0.5440187,66.0,-1.0
1.4404774,86.0,1.0
1.4407086,86.0,1.0
1.4744561,366.0,-1.0
1.4755979,160.0,-1.0
1.4765542,1292.0,1.0
1.4766141,1292.0,1.0
1.4766437,1292.0,1.0
1.4767696,124.0,1.0
1.5090367,82.0,-1.0
1.5090367,82.0,-1.0
1.5090367,1292.0,-1.0
1.5090367,1292.0,-1.0
1.5119993,1292.0,-1.0
1.5119993,321.0,-1.0
1.5119993,1008.0,-1.0
1.5127718,120.0,1.0
1.5129395,73.0,1.0
1.5131115,460.0,1.0
1.5359703,67.0,-1.0
1.545068,162.0,-1.0
1.545068,71.0,-1.0
1.5458168,73.0,1.0
1.5647064,164.0,1.0
1.6153809,262.0,-1.0
1.6153809,110.0,-1.0
1.6153809,197.0,-1.0
1.6159229,77.0,1.0
1.6429933,74.0,1.0
1.673271,66.0,-1.0
1.673271,164.0,-1.0
1.7210343,54.0,1.0
5.29166,54.0,1.0
6.5424059,55.0,1.0
6.6344038,66.0,-1.0
6.6835962,164.0,1.0
6.791894,54.0,1.0
6.8142201,164.0,-1.0
6.8690307,54.0,1.0
8.2904308,54.0,1.0
11.2363788,71.0,1.0
11.286996,67.0,-1.0
11.831265,164.0,1.0
11.9140379,164.0,-1.0
11.9542946,54.0,1.0
12.3318346,81.0,1.0
12.3642407,166.0,-1.0
12.3679792,66.0,1.0
12.4210095,66.0,-1.0
12.4211702,54.0,1.0
12.4216129,464.0,1.0
12.4734634,54.0,-1.0
12.4759643,1494.0,-1.0
12.4759643,1401.0,-1.0
12.4760901,54.0,1.0
