time,size,direction
0.0,432.0,-1.0
0.003739,187.0,1.0
0.1195674,76.0,1.0
0.1197134,76.0,1.0
0.1199818,89.0,1.0
0.1200739,76.0,1.0
0.126815,54.0,-1.0
0.1523914,146.0,-1.0
0.1523914,158.0,-1.0
0.1523914,129.0,-1.0
0.1530629,66.0,1.0
0.1550849,129.0,-1.0
0.1553315,66.0,1.0
0.1634265,66.0,-1.0
0.163509,54.0,1.0
0.1639745,1446.0,1.0
0.1639745,657.0,1.0
0.1643709,66.0,-1.0
0.1644183,54.0,1.0
0.1648667,1446.0,1.0
0.1648667,625.0,1.0
0.173657,54.0,-1.0
0.173657,54.0,-1.0
0.173657,54.0,-1.0
0.173657,54.0,-1.0
0.1747832,1446.0,-1.0
0.1747832,1446.0,-1.0
0.1747832,679.0,-1.0
0.1747832,679.0,-1.0
0.1748712,54.0,1.0
0.1748952,54.0,1.0
0.1756256,118.0,1.0
0.1758503,118.0,1.0
0.1760566,836.0,1.0
0.176277,841.0,1.0
0.1857768,239.0,-1.0
0.1857768,239.0,-1.0
0.2270215,54.0,-1.0
0.2270215,54.0,-1.0
0.2352616,54.0,1.0
0.2352616,54.0,1.0
0.3953181,242.0,-1.0
0.4156457,242.0,-1.0
0.4392673,54.0,1.0
0.4709139,54.0,1.0
0.629652,96.0,1.0
0.6314265,298.0,1.0
0.6389672,54.0,-1.0
0.6410842,54.0,-1.0
0.8512563,135.0,-1.0
0.8512563,190.0,-1.0
0.8513354,54.0,1.0
0.8669668,82.0,-1.0
0.8669668,78.0,-1.0
0.8669668,54.0,-1.0
0.8670304,54.0,1.0
0.8672874,54.0,1.0
0.8763192,54.0,-1.0
0.9694694,116.0,1.0
0.9718515,128.0,1.0
0.9791622,54.0,-1.0
0.9809634,54.0,-1.0
1.0999531,126.0,-1.0
1.1032423,1292.0,1.0
1.1033214,1292.0,1.0
1.1034584,121.0,1.0
1.1037076,980.0,1.0
1.1189899,1274.0,-1.0
1.1189899,966.0,-1.0
1.1189899,90.0,-1.0
1.1189899,122.0,-1.0
1.1189899,90.0,-1.0
1.1189899,282.0,-1.0
1.1189899,90.0,-1.0
1.1197692,123.0,1.0
1.1199215,76.0,1.0
1.1200065,80.0,1.0
1.1297279,81.0,-1.0
1.1297279,154.0,-1.0
1.1297279,314.0,-1.0
1.1300101,76.0,1.0
1.1473767,54.0,1.0
1.1754427,212.0,-1.0
1.1754427,1446.0,-1.0
1.1754427,207.0,-1.0
1.1754427,115.0,-1.0
1.1755168,54.0,1.0
1.1903494,955.0,-1.0
1.2408498,54.0,1.0
1.3124964,127.0,1.0
1.312597,127.0,1.0
1.3227133,54.0,-1.0
1.3227133,54.0,-1.0
1.3430451,146.0,1.0
1.3431277,146.0,1.0
1.3526816,54.0,-1.0
1.3526816,54.0,-1.0
1.3801128,92.0,1.0
1.3802494,92.0,1.0
1.4138646,117.0,-1.0
1.4138646,108.0,-1.0
1.4148164,1292.0,1.0
1.414868,1292.0,1.0
1.4224923,1274.0,-1.0
1.4224923,1274.0,-1.0
1.4224923,1274.0,-1.0
1.4224923,729.0,-1.0
1.4224923,122.0,-1.0
1.4228335,84.0,1.0
1.4232677,66.0,1.0
1.4244072,85.0,1.0
1.4246355,115.0,1.0
1.4247011,112.0,1.0
1.4249216,743.0,1.0
1.4275721,66.0,-1.0
1.4276573,54.0,1.0
1.4280395,1446.0,1.0
1.4280395,468.0,1.0
1.4288817,81.0,-1.0
1.4288817,378.0,-1.0
1.4288817,90.0,-1.0
1.4291114,77.0,1.0
1.4302395,570.0,-1.0
1.4312332,1274.0,-1.0
1.4312332,1274.0,-1.0
1.4312332,1274.0,-1.0
1.4312332,1274.0,-1.0
1.4312332,1274.0,-1.0
1.4312332,1274.0,-1.0
1.4312332,1274.0,-1.0
1.4313645,80.0,1.0
1.4314218,76.0,1.0
1.4314572,76.0,1.0
1.4315018,76.0,1.0
1.4317806,1274.0,-1.0
1.4317806,1274.0,-1.0
1.4317806,1274.0,-1.0
1.4317806,1274.0,-1.0
1.4317806,1274.0,-1.0
1.4317806,1274.0,-1.0
1.4318832,78.0,1.0
1.4319261,78.0,1.0
1.4319528,76.0,1.0
1.4319856,76.0,1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4334658,1274.0,-1.0
1.4336257,76.0,1.0
1.4339503,76.0,1.0
1.4340241,78.0,1.0
1.4340433,1274.0,-1.0
1.4340433,1274.0,-1.0
1.4340433,1274.0,-1.0
1.4340433,1274.0,-1.0
1.4340433,1274.0,-1.0
1.434051,76.0,1.0
1.4340433,1274.0,-1.0
1.4340433,54.0,-1.0
1.4340433,54.0,-1.0
1.4340433,1274.0,-1.0
1.434223,76.0,1.0
1.4342819,2838.0,-1.0
1.4343711,76.0,1.0
1.4343863,54.0,1.0
1.4344011,76.0,1.0
1.4344315,76.0,1.0
1.434468,76.0,1.0
1.434505,76.0,1.0
1.4345368,76.0,1.0
1.4346971,76.0,1.0
1.4346958,1446.0,-1.0
1.4346958,73.0,-1.0
1.4347141,54.0,1.0
1.4354198,118.0,1.0
1.4361148,1274.0,-1.0
1.4361148,1274.0,-1.0
1.4361148,1274.0,-1.0
1.4361148,1274.0,-1.0
1.4361148,1274.0,-1.0
1.4361148,1274.0,-1.0
1.4361148,1274.0,-1.0
1.4361148,1274.0,-1.0
1.4361148,1274.0,-1.0
1.4362481,81.0,1.0
1.4363002,76.0,1.0
1.4363454,78.0,1.0
1.4363768,78.0,1.0
1.4364089,76.0,1.0
1.4370255,1274.0,-1.0
1.4370255,1274.0,-1.0
1.4370255,1274.0,-1.0
1.4370255,1274.0,-1.0
1.4370255,1274.0,-1.0
