time,size,direction
0.0,54.0,1.0
8.19e-05,54.0,1.0
0.0001343,54.0,1.0
0.0001789,54.0,1.0
0.0003049,1251.0,1.0
0.000342,1494.0,1.0
0.000342,1494.0,1.0
0.000342,1494.0,1.0
0.000342,463.0,1.0
0.2744485,54.0,-1.0
0.2772015,54.0,-1.0
0.2844782,670.0,-1.0
0.3368895,54.0,1.0
0.6224731,54.0,1.0
0.6389613,164.0,1.0
0.6547426,54.0,1.0
0.6547427,54.0,1.0
0.6726873,54.0,1.0
0.7330921,164.0,-1.0
0.7878227,54.0,1.0
1.7415767,54.0,1.0
1.8507776,54.0,1.0
1.8507775,54.0,1.0
1.8973702,54.0,1.0
3.239991,54.0,1.0
3.9681767,54.0,1.0
4.2390376,54.0,1.0
4.2390376,54.0,1.0
4.3496209,54.0,1.0
4.7550838,54.0,1.0
5.3885819,1251.0,1.0
5.3886853,1494.0,1.0
5.3886853,159.0,1.0
5.7389401,164.0,1.0
5.7603844,54.0,-1.0
5.7603844,648.0,-1.0
5.7603844,98.0,-1.0
5.7604609,54.0,1.0
5.8491811,168.0,-1.0
5.8495593,164.0,1.0
5.8519425,164.0,-1.0
5.8944343,54.0,-1.0
5.8960456,54.0,1.0
6.7470048,54.0,1.0
8.4004243,54.0,1.0
9.0128668,54.0,1.0
9.0288054,54.0,1.0
9.2389981,54.0,1.0
10.8589744,164.0,1.0
10.8808722,54.0,-1.0
10.8808722,164.0,-1.0
10.9366615,54.0,1.0
11.8029905,55.0,1.0
11.9198918,66.0,-1.0
