time,size,direction
0.0,66.0,-1.0
0.0002358,54.0,1.0
0.00107,1434.0,1.0
0.00107,432.0,1.0
0.0655103,54.0,-1.0
0.0655103,54.0,-1.0
0.0655103,54.0,-1.0
0.0655103,2814.0,-1.0
0.0655103,1390.0,-1.0
0.0656914,54.0,1.0
0.0664584,2934.0,-1.0
0.0664584,1031.0,-1.0
0.0665473,54.0,1.0
0.0665804,54.0,1.0
0.0669262,118.0,1.0
0.0670041,1270.0,-1.0
0.0676249,1031.0,-1.0
0.0676304,1434.0,1.0
0.0676304,60.0,1.0
0.0676622,54.0,1.0
0.0677951,118.0,1.0
0.0679903,1432.0,1.0
0.2832043,54.0,-1.0
0.2832043,2814.0,-1.0
0.2832043,1390.0,-1.0
0.2832043,1031.0,-1.0
0.2833526,54.0,1.0
0.2844941,118.0,1.0
0.3325725,54.0,1.0
0.3519533,212.0,-1.0
0.3520185,54.0,1.0
0.3538409,54.0,-1.0
0.3538409,212.0,-1.0
0.3538954,54.0,1.0
0.3622029,670.0,-1.0
0.367458,670.0,-1.0
0.4092418,54.0,1.0
0.409804,54.0,1.0
0.5669247,212.0,-1.0
0.5670976,54.0,1.0
1.4447873,97.0,1.0
1.5185562,228.0,-1.0
1.5682502,54.0,1.0
1.9638954,54.0,1.0
4.3742222,54.0,1.0
4.4678369,164.0,1.0
4.4701951,1126.0,1.0
4.4702568,1434.0,1.0
4.4702568,1434.0,1.0
4.4702568,1434.0,1.0
4.4702568,1434.0,1.0
4.4702568,1434.0,1.0
4.4702568,1434.0,1.0
4.4702568,1434.0,1.0
4.4702568,1434.0,1.0
4.4702568,77.0,1.0
4.472728,164.0,-1.0
4.5140242,54.0,1.0
4.6473192,54.0,-1.0
4.6473943,54.0,1.0
4.7569719,54.0,-1.0
4.7589871,54.0,-1.0
4.7709585,670.0,-1.0
4.8123551,54.0,1.0
5.2181221,54.0,1.0
6.4516366,55.0,1.0
9.061121,81.0,1.0
9.1166786,166.0,-1.0
9.1182342,66.0,1.0
9.1698436,66.0,-1.0
9.1700226,54.0,1.0
9.170447,466.0,1.0
9.2226873,54.0,-1.0
9.2250469,1494.0,-1.0
9.2250469,1379.0,-1.0
9.2251677,54.0,1.0
9.231959,464.0,1.0
9.2838763,54.0,-1.0
9.2857262,1494.0,-1.0
9.2857262,1379.0,-1.0
9.2857822,54.0,1.0
9.4886166,164.0,1.0
9.5918391,168.0,-1.0
9.5923466,164.0,1.0
9.5965746,164.0,-1.0
9.6440057,54.0,1.0
10.2826652,78.0,-1.0
10.2826652,54.0,-1.0
10.2827968,54.0,1.0
11.7081624,54.0,1.0
12.2116807,98.0,1.0
12.2118293,98.0,1.0
12.2605815,183.0,-1.0
12.2605815,114.0,-1.0
12.2616482,66.0,1.0
12.5200466,66.0,1.0
13.2705112,66.0,1.0
