time,size,direction
0.0,71.0,1.0
0.0450013,55.0,1.0
0.0450084,55.0,1.0
0.054527,66.0,-1.0
0.054527,66.0,-1.0
0.0575609,66.0,-1.0
0.5186661,168.0,-1.0
0.51928,164.0,1.0
0.5670657,54.0,-1.0
1.1139163,54.0,1.0
5.5326194,164.0,1.0
5.6174251,54.0,-1.0
5.621025,164.0,-1.0
5.67637,54.0,1.0
6.604084,54.0,1.0
7.5631985,55.0,1.0
8.6137337,54.0,1.0
8.6654022,218.0,1.0
8.6654927,93.0,1.0
8.67501,54.0,-1.0
8.67501,54.0,-1.0
8.6940792,93.0,-1.0
8.7427392,54.0,1.0
8.9580576,400.0,-1.0
9.0027107,54.0,1.0
9.0035704,152.0,-1.0
9.0045764,89.0,1.0
9.0144182,54.0,-1.0
10.6317397,164.0,1.0
10.7398732,164.0,-1.0
10.7909969,54.0,1.0
