time,size,direction
0.0,164.0,-1.0
0.047939,54.0,1.0
0.1094602,55.0,1.0
0.4516176,66.0,-1.0
0.9163793,66.0,1.0
0.9165104,66.0,1.0
0.9168411,66.0,1.0
0.9169706,66.0,1.0
0.9494295,66.0,-1.0
0.9494295,66.0,-1.0
0.9494295,66.0,-1.0
0.9494295,66.0,-1.0
0.9497322,54.0,1.0
0.9497849,54.0,1.0
0.9498013,54.0,1.0
0.9499879,54.0,1.0
0.9501257,56.0,1.0
0.9503298,106.0,1.0
0.9504081,56.0,1.0
0.9504349,106.0,1.0
0.9504937,56.0,1.0
0.9505145,106.0,1.0
0.9505634,56.0,1.0
0.9505874,106.0,1.0
0.9817739,54.0,-1.0
0.9817739,54.0,-1.0
0.9817739,54.0,-1.0
0.9817739,54.0,-1.0
0.9817739,54.0,-1.0
0.9817739,54.0,-1.0
0.9817739,297.0,-1.0
0.9817739,54.0,-1.0
0.9817739,54.0,-1.0
0.9823815,54.0,1.0
0.9826883,297.0,-1.0
0.9826883,265.0,-1.0
0.9829787,54.0,1.0
0.9831997,54.0,1.0
0.9837537,66.0,1.0
0.9938629,66.0,-1.0
0.9941176,54.0,1.0
0.9949072,1438.0,1.0
0.9949072,781.0,1.0
1.0052131,54.0,-1.0
1.0052131,324.0,-1.0
1.0058412,134.0,1.0
1.0060003,579.0,1.0
1.0126613,265.0,-1.0
1.0132556,54.0,1.0
1.0136566,66.0,1.0
1.0145764,54.0,-1.0
1.0145764,54.0,-1.0
1.0145764,54.0,-1.0
1.0145764,54.0,-1.0
1.0145764,54.0,-1.0
1.0145764,373.0,-1.0
1.0146933,54.0,1.0
1.0147539,54.0,1.0
1.0147857,54.0,1.0
1.0167746,472.0,-1.0
1.0168139,54.0,1.0
1.0231804,66.0,-1.0
1.0232538,54.0,1.0
1.0240292,1438.0,1.0
1.0240292,781.0,1.0
1.0343887,324.0,-1.0
1.0347484,134.0,1.0
1.0349071,579.0,1.0
1.0446358,54.0,-1.0
1.0446358,54.0,-1.0
1.0446358,54.0,-1.0
1.0446358,373.0,-1.0
1.0447084,54.0,1.0
1.0454648,474.0,-1.0
1.0455109,54.0,1.0
1.105283,54.0,1.0
1.4299828,55.0,1.0
3.7606021,54.0,1.0
3.8548439,54.0,-1.0
3.8549305,54.0,1.0
4.2449116,193.0,1.0
4.2450149,1266.0,1.0
4.4828659,54.0,-1.0
4.4828659,96.0,-1.0
4.4828659,326.0,-1.0
4.4829854,54.0,1.0
5.0119579,164.0,1.0
5.1220154,164.0,-1.0
5.1731439,54.0,1.0
5.2219671,71.0,1.0
5.2808416,66.0,-1.0
7.7632992,149.0,1.0
7.8379873,149.0,1.0
7.8493633,70.0,-1.0
7.8695817,67.0,-1.0
7.8841127,74.0,1.0
7.8947703,157.0,-1.0
7.8947703,64.0,-1.0
7.8953158,77.0,1.0
7.9532166,66.0,-1.0
9.710242,55.0,1.0
9.8133113,66.0,-1.0
10.1264133,164.0,1.0
10.1307837,164.0,-1.0
10.1745392,54.0,1.0
10.3797117,78.0,-1.0
10.3797117,54.0,-1.0
10.3798284,54.0,1.0
10.3803435,54.0,1.0
10.3920891,54.0,-1.0
10.7093945,54.0,1.0
10.9917138,78.0,-1.0
10.9917138,54.0,-1.0
10.9919007,54.0,1.0
10.9923199,54.0,1.0
11.0023433,54.0,-1.0
11.223269,78.0,-1.0
11.223269,54.0,-1.0
11.22342,54.0,1.0
11.2238236,54.0,1.0
11.233788,54.0,-1.0
12.651914,66.0,1.0
12.902778,66.0,1.0
