time,size,direction
0.0,164.0,1.0
0.1163524,164.0,-1.0
0.1565392,54.0,1.0
2.4828818,77.0,1.0
2.4830338,77.0,1.0
2.5297388,122.0,-1.0
2.5297388,157.0,-1.0
2.5308737,54.0,1.0
2.5311878,66.0,1.0
2.5940967,66.0,-1.0
2.594271,54.0,1.0
2.5949144,1490.0,1.0
2.5949144,409.0,1.0
2.6574489,66.0,-1.0
2.6574489,54.0,-1.0
2.6574489,2934.0,-1.0
2.6574489,303.0,-1.0
2.6575876,54.0,1.0
2.659706,118.0,1.0
2.6598812,146.0,1.0
2.6599246,542.0,1.0
2.7230292,564.0,-1.0
2.7230292,106.0,-1.0
2.7231326,54.0,1.0
2.7237775,5814.0,-1.0
2.7238002,85.0,1.0
2.7238575,54.0,1.0
2.7285271,2934.0,-1.0
2.7285949,54.0,1.0
2.7333176,2934.0,-1.0
2.733379,54.0,1.0
2.737182,2934.0,-1.0
2.7372238,54.0,1.0
2.7863322,2934.0,-1.0
2.7864186,54.0,1.0
2.7879387,2934.0,-1.0
2.7879712,54.0,1.0
2.79333,2934.0,-1.0
2.7934399,54.0,1.0
2.7979284,2934.0,-1.0
2.7980122,54.0,1.0
2.8019053,2934.0,-1.0
2.8020272,54.0,1.0
2.8025071,74.0,1.0
2.802639,74.0,1.0
2.806175,2934.0,-1.0
2.806279,54.0,1.0
2.8105322,2934.0,-1.0
2.8105964,54.0,1.0
2.8148019,2934.0,-1.0
2.8148872,399.0,1.0
2.8170899,155.0,1.0
2.8182055,2934.0,-1.0
2.8182612,54.0,1.0
2.8208718,149.0,1.0
2.8222662,2934.0,-1.0
2.8223096,54.0,1.0
2.8268481,2934.0,-1.0
2.8269005,54.0,1.0
2.830964,2934.0,-1.0
2.8310256,54.0,1.0
2.8325525,54.0,1.0
2.8345426,99.0,-1.0
2.8345426,90.0,-1.0
2.8345426,695.0,-1.0
2.8354164,71.0,1.0
2.8783998,2934.0,-1.0
2.8784791,54.0,1.0
2.879395,2934.0,-1.0
2.8794248,54.0,1.0
2.8829572,2934.0,-1.0
2.8830215,54.0,1.0
2.8859715,2934.0,-1.0
2.8859999,54.0,1.0
2.8890171,2934.0,-1.0
2.8890493,54.0,1.0
2.8920256,2934.0,-1.0
2.8920256,66.0,-1.0
2.8920555,54.0,1.0
2.8952392,2934.0,-1.0
2.8952696,54.0,1.0
2.898117,2934.0,-1.0
2.8981548,54.0,1.0
2.9008906,2934.0,-1.0
2.9009237,54.0,1.0
2.9037007,2934.0,-1.0
2.9037303,54.0,1.0
2.9064108,2934.0,-1.0
2.906437,54.0,1.0
2.9092085,2934.0,-1.0
2.9092468,54.0,1.0
2.9122424,2934.0,-1.0
2.9123024,54.0,1.0
2.914596,2934.0,-1.0
2.9146373,54.0,1.0
2.9174616,2934.0,-1.0
2.9174972,54.0,1.0
2.9200133,2934.0,-1.0
2.9200341,54.0,1.0
2.9232989,2934.0,-1.0
2.9233247,54.0,1.0
2.9254311,2934.0,-1.0
2.9254513,54.0,1.0
2.9282936,2934.0,-1.0
2.9283178,54.0,1.0
2.9312653,2934.0,-1.0
2.9313134,54.0,1.0
2.9340539,2934.0,-1.0
2.9340847,54.0,1.0
2.9366432,2934.0,-1.0
2.9366716,54.0,1.0
2.9391332,1097.0,-1.0
2.9826578,54.0,1.0
2.992788,223.0,1.0
2.9929507,153.0,1.0
3.0010876,156.0,1.0
3.0548207,56.0,-1.0
3.0567919,5814.0,-1.0
3.0568444,54.0,1.0
3.0590019,2934.0,-1.0
3.0590243,54.0,1.0
3.0604898,2934.0,-1.0
3.0605158,54.0,1.0
3.0618098,621.0,-1.0
3.0653532,2934.0,-1.0
3.0653532,1381.0,-1.0
3.0654439,54.0,1.0
3.0847995,184.0,1.0
3.091925,91.0,1.0
3.0920934,91.0,1.0
3.1252588,148.0,-1.0
3.1266233,347.0,-1.0
3.1273001,66.0,1.0
3.1486937,5814.0,-1.0
3.1488096,54.0,1.0
3.1508104,2934.0,-1.0
3.150848,54.0,1.0
3.1522595,2934.0,-1.0
3.1522903,54.0,1.0
3.1541904,2934.0,-1.0
3.1542169,54.0,1.0
3.1557992,2934.0,-1.0
3.1558335,54.0,1.0
3.1573144,2934.0,-1.0
3.1573501,54.0,1.0
3.1582551,66.0,-1.0
3.1582551,1494.0,-1.0
3.1583348,54.0,1.0
3.1586949,1494.0,-1.0
3.1587115,54.0,1.0
3.1588321,1466.0,1.0
3.1588321,383.0,1.0
3.1613832,2934.0,-1.0
3.1614272,54.0,1.0
3.1619471,2934.0,-1.0
3.1619663,54.0,1.0
3.1640073,2934.0,-1.0
3.164036,54.0,1.0
3.1652056,2934.0,-1.0
3.1652329,54.0,1.0
3.1674407,2934.0,-1.0
3.1674724,54.0,1.0
3.1683396,2934.0,-1.0
3.1683793,54.0,1.0
3.1708243,2934.0,-1.0
3.1708653,54.0,1.0
3.1719773,2934.0,-1.0
3.171997,54.0,1.0
3.1739265,2934.0,-1.0
3.1739469,54.0,1.0
3.1759964,2934.0,-1.0
3.1760203,54.0,1.0
3.1769436,2934.0,-1.0
3.176971,54.0,1.0
3.1790446,2934.0,-1.0
3.1790944,54.0,1.0
3.1801515,1494.0,-1.0
3.1801515,683.0,-1.0
3.180198,54.0,1.0
3.1863635,139.0,1.0
3.1896505,54.0,-1.0
3.1896505,54.0,-1.0
3.1917639,4290.0,-1.0
3.1918187,54.0,1.0
3.1921773,1466.0,-1.0
3.1921773,184.0,-1.0
3.1921981,54.0,1.0
3.1932351,144.0,1.0
3.1934543,146.0,1.0
3.1935529,464.0,1.0
3.2240717,1078.0,-1.0
3.2240717,85.0,-1.0
3.2241425,54.0,1.0
3.2243653,85.0,1.0
3.2296525,54.0,-1.0
3.2496215,1494.0,-1.0
3.2496215,454.0,-1.0
3.2496921,54.0,1.0
3.2557977,54.0,-1.0
3.3406161,347.0,-1.0
3.3406161,130.0,-1.0
3.3406161,85.0,-1.0
3.3406161,93.0,-1.0
3.3406822,54.0,1.0
3.3412746,93.0,1.0
3.3722019,54.0,-1.0
3.4468433,54.0,1.0
4.5161389,369.0,-1.0
4.6553568,54.0,1.0
5.1214903,164.0,1.0
5.1334866,164.0,-1.0
5.1827422,54.0,1.0
7.0602653,54.0,1.0
10.1417836,164.0,1.0
10.2546632,164.0,-1.0
10.3093747,54.0,1.0
11.8622059,54.0,1.0
12.5437731,71.0,1.0
12.6196381,66.0,-1.0
13.0916826,55.0,1.0
